Site,SubSite,CaptureDate,Species,PondLocation,IndividualID,Sex,Age,MassG,SVLmm,BdSample,SwabLost,SwabID,BdResult,TargetCopies/swab,HgSampleID,Notes,potential_injury_effect,flagged,reason,dead,Temp,Temp_1w,Temp_2w,Temp_3w,Temp_4w,Air_Max,Air_Max1,Air_Max2,Air_Max3,Air_Max4
SPR,1,6/3/2020,NOVI,D55,RXBBXX,M,,,,Y,0,1802400644,pos,2464.331518,,17.0 C,,0,,,12.95346515,14.2462566,12.81302532,11.25332965,8.789591883,22.2,24.6,24.75714286,20.71428571,13.88571429
SPR,1,6/3/2020,NOVI,D55,OXYXXR,M,,,,Y,0,1802400645,pos,1079.191206,,17.0 C,,0,,,12.95346515,14.2462566,12.81302532,11.25332965,8.789591883,22.2,24.6,24.75714286,20.71428571,13.88571429
SPR,1,6/3/2020,NOVI,D55,OBXXRX,M,,,,Y,0,1802400647,pos,50506.34331,,17.0 C,,0,,,12.95346515,14.2462566,12.81302532,11.25332965,8.789591883,22.2,24.6,24.75714286,20.71428571,13.88571429
SPR,1,6/3/2020,NOVI,D55,ORXOXY,M,,,,Y,0,1802400648,pos,3319.27492,,17.0 C,,0,,,12.95346515,14.2462566,12.81302532,11.25332965,8.789591883,22.2,24.6,24.75714286,20.71428571,13.88571429
SPR,1,6/3/2020,NOVI,D55,YRXXRX,M,,,,Y,0,1802400649,pos,59118.4668,,17.0 C,,0,,,12.95346515,14.2462566,12.81302532,11.25332965,8.789591883,22.2,24.6,24.75714286,20.71428571,13.88571429
SPR,1,6/3/2020,NOVI,D55,XBBXXY,M,,,,Y,0,1802400650,pos,22144.74659,,17.0 C,,0,,,12.95346515,14.2462566,12.81302532,11.25332965,8.789591883,22.2,24.6,24.75714286,20.71428571,13.88571429
SPR,1,6/3/2020,NOVI,D55,OOXXBX,M,,,,Y,0,1802400646,pos,33835.62232,,"17.0 C, brownish parasite in chin and throat, pic on Jill's phone at 1405",1,0,,,12.95346515,14.2462566,12.81302532,11.25332965,8.789591883,22.2,24.6,24.75714286,20.71428571,13.88571429
SPR,1,5/25/2021,NOVI,D26,YBXBXB,M,,,41,Y,0,2101600288,pos,2933.484528,,17.0c,,0,,,,,,,,,,,,
SPR,1,5/25/2021,NOVI,D25,OXXOBX,F,,,39,Y,0,2101600283,pos,17632.44262,,17.0c,,0,,,,,,,,,,,,
SPR,1,5/25/2021,NOVI,D26,YYXOXR,M,,,38,Y,0,2101600284,pos,19650.23828,,17.0c,,0,,,,,,,,,,,,
SPR,1,5/25/2021,NOVI,D26,YXXBXB,F,,,37,Y,0,2101600275,pos,492046.8676,,17.0c,,0,,,,,,,,,,,,
SPR,1,5/25/2021,NOVI,D25,YBXYXY,F,,,37,Y,0,2101600295,pos,23571.39479,,17.0c,,0,,,,,,,,,,,,
SPR,1,5/25/2021,NOVI,D26,ROXXXB,M,,,37,Y,0,2101600324,pos,3892.254268,,17.0c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D37,RXXYBX,F,,,35,Y,0,2101600382,pos,304.3440821,,17.0c,,0,,,,,,,,,,,,
SPR,1,5/25/2021,NOVI,D26,RXYXOX,M,,,34,Y,0,2101600287,pos,1123.808916,,17.0c,,0,,,,,,,,,,,,
SPR,1,5/4/2020,NOVI,D9,OXRXYX,M,,,,Y,0,1802300128,pos,211.6535382,,17.1 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/19/2020,NOVI,T12,BYBRBX,M,,,,Y,0,1802400875,pos,1772.88143,,17.1 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/21/2020,NOVI,D13,OYYYRX,M,,,,Y,0,1802400072,pos,3035.153966,,17.1 C,,0,,,11.91412803,11.63443063,8.79622987,9.730171212,7.223845779,21.1,20.71428571,13.48571429,18.01428571,11.67142857
SPR,1,5/25/2021,NOVI,D20,RRYYXX,M,,,42,Y,0,2101600303,pos,739.5744648,,17.1c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D14,RBXYXB.M,M,,,40,Y,0,2101600330,pos,250.2813505,,17.1c,,0,,,,,,,,,,,,
SPR,1,5/25/2021,NOVI,D10,RYXYXB,M,,,40,Y,0,2101600276,pos,6340.130754,,17.1c,,0,,,,,,,,,,,,
SPR,1,5/25/2021,NOVI,D21,XXXYXR,M,,,39,Y,0,2101600301,pos,54.87288051,,17.1c,,0,,,,,,,,,,,,
SPR,1,5/25/2021,NOVI,D20,YOOXYB,M,,,38,Y,0,2101600304,pos,288.7866112,,17.1c,,0,,,,,,,,,,,,
SPR,1,5/25/2021,NOVI,D21,XRXORX,M,,,38,Y,0,2101600315,pos,25285.27451,,17.1c,,0,,,,,,,,,,,,
SPR,1,5/25/2021,NOVI,D21,RYXBXB,F,,,36,Y,0,2101600281,pos,1059120.101,,17.1c,,0,,,,,,,,,,,,
SPR,1,5/25/2021,NOVI,D21,XXXYXO,M,,,35,Y,0,2101600278,pos,3526.05514,,17.1c,,0,,,,,,,,,,,,
SPR,1,5/25/2021,NOVI,D21,ROXRXB,M,,,34,Y,0,2101600316,pos,18914.50022,,17.1c,,0,,,,,,,,,,,,
SPR,1,5/25/2021,NOVI,D10,RRXOXB,F,,,32,Y,0,2101600305,pos,10913.56941,,"17.1c, leech in bag",1,0,,,,,,,,,,,,
SPR,1,5/19/2020,NOVI,D12,BBXBBX,F,,,,Y,0,1802400023,neg,0,,17.2 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/19/2020,NOVI,D12,XRXYXR,M,,,,Y,0,1802300311,pos,27009.13321,,17.2 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/21/2020,NOVI,D12,YXBRXB,M,,,,Y,0,1802400409,pos,206806.1189,,17.2 C,,0,,,11.91412803,11.63443063,8.79622987,9.730171212,7.223845779,21.1,20.71428571,13.48571429,18.01428571,11.67142857
SPR,1,5/21/2020,NOVI,D11,RYRRBX,M,,,,Y,0,1802400853,pos,39135.2773,,17.2 C,,0,,,11.91412803,11.63443063,8.79622987,9.730171212,7.223845779,21.1,20.71428571,13.48571429,18.01428571,11.67142857
SPR,1,5/21/2020,NOVI,D12,RBRRBX,M,,,,Y,0,1802400857,pos,52962.47083,,17.2 C,,0,,,11.91412803,11.63443063,8.79622987,9.730171212,7.223845779,21.1,20.71428571,13.48571429,18.01428571,11.67142857
SPR,1,5/21/2020,NOVI,D11,RYXYYB,M,,,,Y,0,1802401101,pos,25492.86622,,17.2 C,,0,,,11.91412803,11.63443063,8.79622987,9.730171212,7.223845779,21.1,20.71428571,13.48571429,18.01428571,11.67142857
SPR,1,5/21/2020,NOVI,D11,BOBRBX,M,,,,Y,0,1802401102,pos,235232.3745,,17.2 C,,0,,,11.91412803,11.63443063,8.79622987,9.730171212,7.223845779,21.1,20.71428571,13.48571429,18.01428571,11.67142857
SPR,1,6/3/2020,NOVI,D12,XORXRX,M,,,,Y,0,1802400180,neg,0,,17.2 C,,0,,,12.95346515,14.2462566,12.81302532,11.25332965,8.789591883,22.2,24.6,24.75714286,20.71428571,13.88571429
SPR,1,5/24/2021,NOVI,D52,YYRRXX,M,,,48,Y,0,2101600375,pos,5401.955612,,17.2c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D26,YXXYXB,M,,,43,Y,0,2101600347,pos,1465.923261,,17.2c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D26,YXBXRX,M,,,41,Y,0,2101600339,pos,4987.987797,,17.2c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D26,BYXBBX,M,,,41,Y,0,2101600362,pos,577.5022422,,17.2c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D26,BYXBXB,F,,,39,Y,0,2101600342,pos,1590.833404,,17.2c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D26,BRXYXB,M,,,39,Y,0,2101600361,pos,6600.228966,,17.2c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D52,BYXYXB,F,,,39,Y,0,2101600397,pos,3151.070242,,17.2c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D26,ROXXXB,M,,,38,Y,0,2101600337,pos,11376.78349,,17.2c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D26,RBXRXB,F,,,37,Y,0,2101600345,pos,3047.591493,,17.2c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D26,BRXRXB,M,,,37,Y,0,2101600363,pos,22396.97503,,17.2c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D26,YOYRRX,M,,,36,Y,0,2101600344,pos,5890.282112,,17.2c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D26,OBXBXY,M,,,36,Y,0,2101600366,pos,32337.31931,,17.2c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D52,OOXRXB,F,,,35,Y,0,2101600378,pos,3068.429914,,17.2c,,0,,,,,,,,,,,,
SPR,1,5/28/2021,NOVI,D58,RYXYBX.M,M,,,35,Y,0,2101600190,pos,6782.609652,,17.2c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D26,RBXOXB,F,,,33,Y,0,2101600351,pos,309784.3299,,17.2c,,0,,,,,,,,,,,,
SPR,1,5/28/2021,NOVI,D58,RYXOOX,F,,,35,Y,0,2101600191,pos,5420.392541,,"17.2c, leech or lesion R armpit abdomen",1,0,,,,,,,,,,,,
SPR,1,5/4/2020,NOVI,D8/9,XOXBXX,M,,,,Y,0,1802300121,pos,146.3925556,,17.3 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/4/2020,NOVI,D12,RXXXBX,M,,,,Y,0,1802300355,pos,15333.57033,,17.3 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,6/5/2020,NOVI,D54,XBYXRX,F,,,,Y,0,1802401242,pos,177772.0469,,17.3 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,6/5/2020,NOVI,D54,YRYBBX,M,,,,Y,0,1802401246,pos,8668.358567,,17.3 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,6/5/2020,NOVI,D54,XXXBXY,F,,,,Y,0,1802401247,pos,24222.71119,,17.3 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,6/7/2021,NOVI,D55,XBBBBX,M,,,49,Y,0,2101600015,pos,2544.082455,,17.3c,,0,,,,,,,,,,,,
SPR,1,5/28/2021,NOVI,D56,OXOOXB,M,,,42,Y,0,2101600189,pos,11322.64456,,17.3c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D53,XRXYXY,M,,,40,Y,0,2101600376,pos,1909.581102,,17.3c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D33,YRXXOX,M,,,38,Y,0,2101600383,pos,3713.478903,,17.3c,,0,,,,,,,,,,,,
SPR,1,5/27/2021,NOVI,T10,OOXYBX,F,,,38,Y,0,2101600223,pos,66137.35744,,17.3c,,0,,,,,,,,,,,,
SPR,1,5/4/2020,NOVI,D8,BOBXYX,M,,,,Y,0,1802300076,pos,885.3422287,,17.4 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/4/2020,NOVI,D8,XXRXYX,M,,,,Y,0,1802300117,pos,67.04484588,,17.4 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/21/2020,NOVI,D14,XYOXXY,M,,,,Y,0,1802400407,pos,780.4790563,,17.4 C,,0,,,11.91412803,11.63443063,8.79622987,9.730171212,7.223845779,21.1,20.71428571,13.48571429,18.01428571,11.67142857
SPR,1,5/21/2020,NOVI,D19,XBOXXR,M,,,,Y,0,1802400418,pos,19423.89824,,17.4 C,,0,,,11.91412803,11.63443063,8.79622987,9.730171212,7.223845779,21.1,20.71428571,13.48571429,18.01428571,11.67142857
SPR,1,5/21/2020,NOVI,D14,RXXBRX,M,,,,Y,0,1802400425,pos,403.2645254,,17.4 C,,0,,,11.91412803,11.63443063,8.79622987,9.730171212,7.223845779,21.1,20.71428571,13.48571429,18.01428571,11.67142857
SPR,1,5/22/2020,NOVI,D57,XORXXB,M,,,,Y,0,1802401167,pos,20574.51185,,17.4 C,,0,,,13.07961591,11.90748268,8.876436472,9.975883117,7.463122511,25.6,21.98571429,14.6,17.84285714,12.31428571
SPR,1,6/7/2021,NOVI,D35,XXBOXB,M,,,38,Y,0,2101600173,pos,31318.04,,17.4c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D15,YRBXOX,M,,,35,Y,0,2101600335,pos,22627.08191,,17.4c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D35,XYXYRX,M,,,41,Y,0,2101600174,pos,9343.105014,,"17.4c, shedding skin",,0,,,,,,,,,,,,
SPR,1,5/4/2020,NOVI,D8,OBYOXX,M,,,,Y,0,1802300119,pos,372.6150019,,17.5 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/4/2020,NOVI,D8,OBXBXX,M,,,,Y,0,1802300124,pos,466.2581334,,17.5 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/7/2020,NOVI,D11,XOXRXX,M,,,,Y,0,1802200108,pos,38.23481598,,17.5 C,,0,,,9.441317424,9.730171212,7.223845779,6.743626948,7.339081277,14.4,18.01428571,12.31428571,10.15714286,10.71428571
SPR,1,5/7/2020,NOVI,D11,OYOXRX,M,,,,Y,0,1802200109,pos,1515.469991,,17.5 C,,0,,,9.441317424,9.730171212,7.223845779,6.743626948,7.339081277,14.4,18.01428571,12.31428571,10.15714286,10.71428571
SPR,1,5/21/2020,NOVI,D12,BXYYXX,M,,,,Y,0,1802400071,pos,3351.166755,,17.5 C,,0,,,11.91412803,11.63443063,8.79622987,9.730171212,7.223845779,21.1,20.71428571,13.48571429,18.01428571,11.67142857
SPR,1,5/22/2020,NOVI,D57,OOBYXY,M,,,,Y,0,1802400047,neg,0,,17.5 C,,0,,,13.07961591,11.90748268,8.876436472,9.975883117,7.463122511,25.6,21.98571429,14.6,17.84285714,12.31428571
SPR,1,5/22/2020,NOVI,D57,YXRYXY.b,F,,,,Y,0,1802400046,pos,372.6150019,,17.5 C,,0,,,13.07961591,11.90748268,8.876436472,9.975883117,7.463122511,25.6,21.98571429,14.6,17.84285714,12.31428571
SPR,1,5/22/2020,NOVI,D3,OOYYYB,F,,,,Y,0,1802400904,pos,71651.89218,,17.5 C,,0,,,13.07961591,11.90748268,8.876436472,9.975883117,7.463122511,25.6,21.98571429,14.6,17.84285714,12.31428571
SPR,1,6/5/2020,NOVI,D54,OXYXXO,M,,,,Y,0,1802401257,pos,8492.948708,,17.5 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,6/5/2020,NOVI,D54,XXBXXY.M,M,,,,Y,0,1802401258,pos,71528.68215,,17.5 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,6/5/2020,NOVI,D54,XXXXOX,M,,,,Y,0,1802401273,pos,1044.070925,,17.5 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,5/4/2020,NOVI,D12,XBOBBR,M,,,,Y,0,1802300347,pos,52890.33853,,"17.5 C, check code in excel sheet",,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/4/2020,NOVI,D8/9,OXRXXX,M,,,,Y,0,1802300123,pos,2109.336196,,"17.5 C, sloughed skin",,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,6/10/2021,NOVI,D45,YOBYRX,F,,,38,Y,0,2100800035,pos,133.5262635,,17.5c,,0,,,,,,,,,,,,
SPR,1,6/11/2021,NOVI,T1,OXXRXY,M,,,38,Y,0,2100800050,pos,1527.101729,,17.5c,,0,,,,,,,,,,,,
SPR,1,5/28/2021,NOVI,D12,BXXOBX,F,,,37,Y,0,2101600059,pos,17381.91503,,17.5c,,0,,,,,,,,,,,,
SPR,1,5/28/2021,NOVI,D12,ROXXXB,M,,,37,Y,0,2101600060,pos,18144.38248,,17.5c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D40,XOBOXR,M,,,36,Y,0,2100800395,pos,5267.457328,,17.5c,,0,,,,,,,,,,,,
SPR,2,6/9/2021,NOVI,D10,XXXXOR,U,,,30,Y,0,1802400297,pos,113.3036289,,17.5C,,0,,,,,,,,,,,,
SPR,1,5/4/2020,NOVI,D8,ROBXYX,M,,,,Y,0,1802300120,pos,1814.436775,,17.6 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/28/2021,NOVI,D3,YXXYXY,F,,,41,Y,0,2101600198,pos,3138.212956,,17.6c,,0,,,,,,,,,,,,
SPR,1,5/4/2020,NOVI,D8,OOBXYX,M,,,,Y,0,1802300118,pos,368.8256809,,17.7 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/20/2020,NOVI,D3,XRBYXY,M,,,,Y,0,1802200094,neg,0,,17.7 C,,0,,,11.86504848,11.25332965,8.789591883,9.594672403,6.841844805,18.9,20.07142857,13.88571429,18.1,10.71428571
SPR,1,5/22/2020,NOVI,D57,RRBYRX,M,,,,Y,0,1802400901,pos,2951.821492,,17.7 C,,0,,,13.07961591,11.90748268,8.876436472,9.975883117,7.463122511,25.6,21.98571429,14.6,17.84285714,12.31428571
SPR,1,6/5/2020,NOVI,D52,ROXXXR,M,,,,Y,0,1802401241,pos,67964.84138,,17.7 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,6/5/2020,NOVI,D52,XOXYXY,F,,,,Y,0,1802401248,pos,13966.85903,,17.7 C,,0,,,15.4807947,13.94424935,13.64296061,11.90748268,8.876436472,32.2,23.25714286,25.77142857,22.47142857,14.6
SPR,1,5/24/2021,NOVI,D24,BRXOXB,F,,,44,Y,0,2101600364,pos,576.3228491,,17.7c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D20,BOXOXX,U,,,38,Y,0,2101600333,pos,1891.450022,,17.7c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D2,RRXRXB,F,,,38,Y,0,2101600356,pos,13777.81,,17.7c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D24,XXRXXX,M,,,39,Y,0,2101600349,pos,11715.07711,,"17.7c, red mark in R armpit",1,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,D45,XXBBOR,F,,,46,Y,0,2100800020,neg,0,,"17.7c, white lesion by P4 on dorsal side",1,0,,,,,,,,,,,,
SPR,1,5/4/2020,NOVI,D8,YOBXYX,M,,,,Y,0,1802300077,neg,0,,17.8 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/4/2020,NOVI,D8,BXRXYX,M,,,,Y,0,1802300125,pos,640.9630449,,17.8 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/4/2020,NOVI,D6,YBOXOX,M,,,,Y,0,1802300353,pos,5084.069808,,17.8 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/7/2020,NOVI,D8,XRYRXB,F,,,,Y,0,1802200104,pos,218.0346193,,17.8 C,,0,,,9.441317424,9.730171212,7.223845779,6.743626948,7.339081277,14.4,18.01428571,12.31428571,10.15714286,10.71428571
SPR,1,5/24/2021,NOVI,D14,BBXRXB,M,,,33,Y,0,2101600395,pos,29879.56921,,17.8c,,0,,,,,,,,,,,,
SPR,1,5/22/2020,NOVI,D601,YRBYRX,M,,,,Y,0,1802400905,pos,327349.9199,,17.9 C,,0,,,13.07961591,11.90748268,8.876436472,9.975883117,7.463122511,25.6,21.98571429,14.6,17.84285714,12.31428571
SPR,1,5/22/2020,NOVI,D601,RRBOXX,F,,,,Y,0,1802400903,pos,38959.72866,,"17.9 C, very small B",,0,,,13.07961591,11.90748268,8.876436472,9.975883117,7.463122511,25.6,21.98571429,14.6,17.84285714,12.31428571
SPR,1,5/28/2021,NOVI,D3,XYYXRX,F,,,43,Y,0,2101600195,pos,4568.234685,,17.9c,,0,,,,,,,,,,,,
SPR,1,5/28/2021,NOVI,D3,YBXYOX,M,,,41,Y,0,2101600193,pos,3834.33807,,17.9c,,0,,,,,,,,,,,,
SPR,1,5/28/2021,NOVI,D3,YOXBOX,F,,,39,Y,0,2101600192,pos,17252.11012,,17.9c,,0,,,,,,,,,,,,
SPR,1,5/28/2021,NOVI,D3,YBXBOX,F,,,38,Y,0,2101600197,pos,117390.5097,,17.9c,,0,,,,,,,,,,,,
SPR,1,5/28/2021,NOVI,D3,YBXOOX,F,,,37,Y,0,2101600196,pos,2298.451248,,17.9c,,0,,,,,,,,,,,,
SPR,1,6/7/2021,NOVI,D40,XXOBXO,M,,,34,Y,0,2101600177,pos,29555.56071,,17.9c,,0,,,,,,,,,,,,
SPR,1,5/28/2021,NOVI,D3,YBXROX,F,,,32,Y,0,2101600194,pos,8102.865146,,17.9c,,0,,,,,,,,,,,,
SPR,1,5/4/2020,NOVI,D8,XOBXYX,M,,,,Y,0,1802300078,neg,0,,18.0 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/4/2020,NOVI,D8,XYRXYX,M,,,,Y,0,1802300127,pos,69.13260888,,18.0 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/4/2020,NOVI,D12,XXYOBX,M,,,,Y,0,1802300346,pos,25527.63362,,18.0 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/4/2020,NOVI,D12,OYXXOX,M,,,,Y,0,1802300351,pos,11532.88739,,18.0 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/4/2020,NOVI,D12,YXXXRX.b,M,,,,Y,0,1802300352,pos,113.7677425,,18.0 C,,0,,,11.57159924,8.51762013,6.898963312,7.495918939,,24.4,15.1,11.5,10.62857143,12.7
SPR,1,5/19/2020,NOVI,D12,XBBXXB.M,M,,,,Y,0,1802200083,pos,1436.258187,,18.0 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/19/2020,NOVI,D11,RYXXBX,F,,,,Y,0,1802300279,pos,725.7947894,,18.0 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/19/2020,NOVI,D12,RXRRXX,M,,,,Y,0,1802300351,pos,11532.88739,,18.0 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/19/2020,NOVI,D12,XYYXXY,M,,,,Y,0,1802300358,pos,15438.41621,,18.0 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/19/2020,NOVI,D12,YRBRBX,M,,,,Y,0,1802400006,pos,39943.56117,,18.0 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/19/2020,NOVI,D12,XOXXXO,M,,,,Y,0,1802400007,pos,23047.22948,,18.0 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/19/2020,NOVI,D11,RYXXXX,F,,,,Y,0,1802400008,pos,5950.794134,,18.0 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/19/2020,NOVI,D12,XOXBXX,M,,,,Y,0,1802400009,pos,7167.505919,,18.0 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/19/2020,NOVI,D12,XYXYYB,M,,,,Y,0,1802400021,pos,4102.250083,,18.0 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/19/2020,NOVI,D12,RBXBBX,M,,,,Y,0,1802400022,pos,1075.318379,,18.0 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/19/2020,NOVI,D12,RXXXOX,M,,,,Y,0,1802400029,pos,1907.216801,,18.0 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/19/2020,NOVI,D11,BYXXRX,M,,,,Y,0,1802400030,pos,5974.113267,,18.0 C,,0,,,11.42402727,10.87384751,9.010644372,9.220036364,6.685658117,18.9,19.75714286,13.88571429,17,11.5
SPR,1,5/21/2020,NOVI,D12,OOBRBX,M,,,,Y,0,1802400854,pos,7221.434248,,18.0 C,,0,,,11.91412803,11.63443063,8.79622987,9.730171212,7.223845779,21.1,20.71428571,13.48571429,18.01428571,11.67142857
SPR,1,5/21/2020,NOVI,D12,ROBRBX,F,,,,Y,0,1802400855,pos,15208.69474,,18.0 C,,0,,,11.91412803,11.63443063,8.79622987,9.730171212,7.223845779,21.1,20.71428571,13.48571429,18.01428571,11.67142857
SPR,1,5/22/2020,NOVI,D56,BRBYRX,M,,,,Y,0,1802400902,pos,29605.54409,,18.0 C,,0,,,13.07961591,11.90748268,8.876436472,9.975883117,7.463122511,25.6,21.98571429,14.6,17.84285714,12.31428571
SPR,1,5/24/2021,NOVI,D14,BXBRXX,M,,,43,Y,0,2101600350,pos,34289.04046,,18.0c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D3,YOXRXY,F,,,41,Y,0,2101600332,pos,11169.37734,,18.0c,,0,,,,,,,,,,,,
SPR,1,6/11/2021,NOVI,D21,ORXRXO,M,,,40,Y,0,2100800089,pos,1238.832774,,18.0c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D14,RXYRRX,M,,,39,Y,0,2101600331,pos,23173.23378,,18.0c,,0,,,,,,,,,,,,
SPR,1,6/10/2021,NOVI,T30,XXXORR,M,,,39,Y,0,2100800031,pos,222600.3567,,18.0c,,0,,,,,,,,,,,,
SPR,1,5/24/2021,NOVI,D14,BOXRXB,F,,,37,Y,0,2101600392,pos,3645.779773,,18.0c,,0,,,,,,,,,,,,
